imageFilename,WindField,geometry_x,geometry_y,heading,dx,dy,ratio,speed
wind_field_estimation_Orb_tnr_spk_TC_images.6124.tif,wind_2799,-31.70412397,34.357751,171.4338543,-32.32,94.63,0.69,13.4
wind_field_estimation_Orb_tnr_spk_TC_images.6125.tif,wind_2798,-31.67200109,34.35310558,176.6123562,-23.54,97.19,0.72,9.4
wind_field_estimation_Orb_tnr_spk_TC_images.6126.tif,wind_2785,-31.63987821,34.34846016,173.7665659,-28.44,95.87,0.65,14.1
wind_field_estimation_Orb_tnr_spk_TC_images.6128.tif,wind_2795,-31.60775534,34.34381474,170.896447,-33.3,94.29,0.82,12.1
wind_field_estimation_Orb_tnr_spk_TC_images.6131.tif,wind_2787,-31.53772768,34.36148971,174.4636979,-27.35,96.19,0.76,14.3
wind_field_estimation_Orb_tnr_spk_TC_images.6132.tif,wind_2786,-31.50560869,34.35680972,173.9862308,-28.19,95.94,0.74,15.3
wind_field_estimation_Orb_tnr_spk_TC_images.6134.tif,wind_2774,-31.4734897,34.35212973,172.3425306,-31,95.07,0.8,10.4
wind_field_estimation_Orb_tnr_spk_TC_images.6135.tif,wind_2781,-31.44137451,34.34744103,166.9118134,-40.03,91.64,0.79,14.7
wind_field_estimation_Orb_tnr_spk_TC_images.6136.tif,wind_2780,-31.40927107,34.34272513,169.9583789,-35.06,93.65,0.73,17.6
wind_field_estimation_Orb_tnr_spk_TC_images.6139.tif,wind_2616,-31.33919862,34.36031402,174.2197788,-27.95,96.02,0.78,20
wind_field_estimation_Orb_tnr_spk_TC_images.6141.tif,wind_2605,-31.3070848,34.35559856,175.5195296,-25.77,96.62,0.71,20
wind_field_estimation_Orb_tnr_spk_TC_images.6142.tif,wind_2603,-31.274986,34.35084743,172.4258451,-31.06,95.05,0.74,18.3
wind_field_estimation_Orb_tnr_spk_TC_images.6144.tif,wind_2602,-31.24288728,34.34609606,173.0883969,-29.97,95.4,0.82,18.1
wind_field_estimation_Orb_tnr_spk_TC_images.6147.tif,wind_2596,-31.17277215,34.36361623,172.6690375,-30.73,95.16,0.72,20
wind_field_estimation_Orb_tnr_spk_TC_images.6148.tif,wind_2586,-31.1406748,34.35883925,172.9517838,-30.3,95.3,0.75,6.6
wind_field_estimation_Orb_tnr_spk_TC_images.6150.tif,wind_2593,-31.10858147,34.35405331,155.89773,-57.22,82.01,0.8,14.4
wind_field_estimation_Orb_tnr_spk_TC_images.6151.tif,wind_2592,-31.07648814,34.34926737,172.3623446,-31.35,94.96,0.78,13.4
wind_field_estimation_Orb_tnr_spk_TC_images.6152.tif,wind_2589,-31.04439482,34.34448143,174.321811,-28.06,95.98,0.74,14.8
wind_field_estimation_Orb_tnr_spk_TC_images.6155.tif,wind_2460,-30.97424324,34.3618783,172.1972909,-31.75,94.83,0.77,13.5
wind_field_estimation_Orb_tnr_spk_TC_images.6157.tif,wind_2469,-30.94215518,34.357056,164.5537014,-44.27,89.67,0.76,15.1
wind_field_estimation_Orb_tnr_spk_TC_images.6158.tif,wind_2468,-30.91006712,34.3522337,171.3647311,-33.2,94.33,0.78,12.6
wind_field_estimation_Orb_tnr_spk_TC_images.6160.tif,wind_2467,-30.87798281,34.34740275,172.9339122,-30.61,95.2,0.76,20
wind_field_estimation_Orb_tnr_spk_TC_images.6161.tif,wind_2466,-30.8459099,34.34254529,163.8306509,-45.51,89.04,0.8,10.9
wind_field_estimation_Orb_tnr_spk_TC_images.6164.tif,wind_2323,-30.77571259,34.35985624,177.9924822,-22.03,97.54,0.78,14.7
wind_field_estimation_Orb_tnr_spk_TC_images.6165.tif,wind_2322,-30.74362922,34.35499907,176.139819,-25.27,96.75,0.71,13.8
wind_field_estimation_Orb_tnr_spk_TC_images.6167.tif,wind_2319,-30.71156144,34.35010612,175.0441151,-27.18,96.24,0.69,18.9
wind_field_estimation_Orb_tnr_spk_TC_images.6168.tif,wind_2318,-30.67949368,34.34521305,175.171516,-26.99,96.29,0.73,15.4
wind_field_estimation_Orb_tnr_spk_TC_images.6171.tif,wind_2311,-30.60925507,34.36245424,170.8158374,-34.39,93.9,0.83,11.9
wind_field_estimation_Orb_tnr_spk_TC_images.6173.tif,wind_2310,-30.57718957,34.35753496,176.8578729,-24.19,97.03,0.8,14.8
wind_field_estimation_Orb_tnr_spk_TC_images.6174.tif,wind_2305,-30.54512827,34.35260674,170.1743864,-35.53,93.47,0.81,13
wind_field_estimation_Orb_tnr_spk_TC_images.6175.tif,wind_2304,-30.51306696,34.34767852,166.616065,-41.37,91.04,0.79,18.8
wind_field_estimation_Orb_tnr_spk_TC_images.6177.tif,wind_2302,-30.48100567,34.34275029,171.0974323,-34.05,94.02,0.7,20
wind_field_estimation_Orb_tnr_spk_TC_images.6180.tif,wind_2134,-30.41074025,34.35986916,165.0315447,-44,89.8,0.78,9.1
wind_field_estimation_Orb_tnr_spk_TC_images.6181.tif,wind_2131,-30.3786835,34.35490576,165.9498003,-42.56,90.49,0.79,7
wind_field_estimation_Orb_tnr_spk_TC_images.6183.tif,wind_2130,-30.34662676,34.34994236,173.3164922,-30.45,95.25,0.72,7.4
wind_field_estimation_Orb_tnr_spk_TC_images.6184.tif,wind_2103,-30.31457434,34.34497008,171.1247797,-34.18,93.98,0.75,6.1
wind_field_estimation_Orb_tnr_spk_TC_images.6187.tif,wind_2118,-30.24427872,34.3620017,180.3964848,-18.35,98.3,0.62,16.6
wind_field_estimation_Orb_tnr_spk_TC_images.6188.tif,wind_2123,-30.21222902,34.35700285,178.8665054,-21.05,97.76,0.7,12.9
wind_field_estimation_Orb_tnr_spk_TC_images.6190.tif,wind_2122,-30.18017934,34.352004,174.8179027,-28.07,95.98,0.64,8.5
wind_field_estimation_Orb_tnr_spk_TC_images.6191.tif,wind_2104,-30.1481451,34.34696924,178.1177049,-22.42,97.45,0.69,16.3
wind_field_estimation_Orb_tnr_spk_TC_images.6193.tif,wind_2111,-30.11611084,34.34193448,163.5435437,-46.61,88.47,0.77,11.3
wind_field_estimation_Orb_tnr_spk_TC_images.6194.tif,wind_2004,-30.07780849,34.36393007,173.4045965,-30.55,95.22,0.77,11.6
wind_field_estimation_Orb_tnr_spk_TC_images.6196.tif,wind_1999,-30.04576386,34.35889545,168.6664862,-38.46,92.31,0.81,11.3
wind_field_estimation_Orb_tnr_spk_TC_images.6197.tif,wind_1998,-30.01373165,34.35383389,174.7798375,-28.29,95.92,0.72,10.9
wind_field_estimation_Orb_tnr_spk_TC_images.6199.tif,wind_1990,-29.98170354,34.34876339,174.7483366,-28.37,95.89,0.73,15.9
wind_field_estimation_Orb_tnr_spk_TC_images.6200.tif,wind_1996,-29.94967541,34.34369289,180.0276829,-19.28,98.12,0.72,12.2
wind_field_estimation_Orb_tnr_spk_TC_images.6217.tif,wind_3455,-32.66991127,34.32657166,174.2676438,-26.61,96.39,0.7,15.3
wind_field_estimation_Orb_tnr_spk_TC_images.6218.tif,wind_3441,-32.63777336,34.32217633,173.9503729,-27.18,96.23,0.66,8.9
wind_field_estimation_Orb_tnr_spk_TC_images.6221.tif,wind_3272,-32.56802123,34.34037656,181.7584635,-13.7,99.06,0.78,8.9
wind_field_estimation_Orb_tnr_spk_TC_images.6222.tif,wind_3269,-32.53586184,34.3359432,172.6759668,-29.42,95.57,0.77,6.9
wind_field_estimation_Orb_tnr_spk_TC_images.6224.tif,wind_3268,-32.50370244,34.33150984,175.1027096,-25.32,96.74,0.77,8.6
wind_field_estimation_Orb_tnr_spk_TC_images.6225.tif,wind_3255,-32.47154304,34.32707648,174.224861,-26.85,96.33,0.82,7.5
wind_field_estimation_Orb_tnr_spk_TC_images.6227.tif,wind_3259,-32.43938366,34.32264312,173.6790392,-27.82,96.05,0.75,12
wind_field_estimation_Orb_tnr_spk_TC_images.6230.tif,wind_3261,-32.36955701,34.34070979,170.8825667,-32.59,94.54,0.74,12.1
wind_field_estimation_Orb_tnr_spk_TC_images.6231.tif,wind_3260,-32.33740148,34.33624173,167.7171219,-37.85,92.56,0.75,5.3
wind_field_estimation_Orb_tnr_spk_TC_images.6232.tif,wind_3244,-32.30524598,34.33177366,171.786886,-31.13,95.03,0.73,10.6
wind_field_estimation_Orb_tnr_spk_TC_images.6234.tif,wind_3247,-32.27310108,34.32727866,165.8794654,-40.91,91.25,0.74,9.2
wind_field_estimation_Orb_tnr_spk_TC_images.6235.tif,wind_3246,-32.24095994,34.32277407,167.2044113,-38.79,92.17,0.79,12.3
wind_field_estimation_Orb_tnr_spk_TC_images.6238.tif,wind_3095,-32.17107838,34.34077317,163.5011942,-44.77,89.42,0.71,15.6
wind_field_estimation_Orb_tnr_spk_TC_images.6240.tif,wind_3081,-32.1389343,34.33625207,173.1886414,-28.94,95.72,0.68,17.8
wind_field_estimation_Orb_tnr_spk_TC_images.6241.tif,wind_3088,-32.10679814,34.33171305,174.5169854,-26.71,96.37,0.84,14.7
wind_field_estimation_Orb_tnr_spk_TC_images.6242.tif,wind_3087,-32.07466197,34.32717404,170.7486422,-33.1,94.36,0.82,13.1
wind_field_estimation_Orb_tnr_spk_TC_images.6244.tif,wind_3086,-32.0425258,34.32263502,167.4128684,-38.63,92.24,0.74,12.6
wind_field_estimation_Orb_tnr_spk_TC_images.6247.tif,wind_2973,-31.97260254,34.34052216,170.4164826,-33.77,94.13,0.8,11.6
wind_field_estimation_Orb_tnr_spk_TC_images.6248.tif,wind_2977,-31.94047002,34.33594708,164.9564268,-42.7,90.42,0.81,8.6
wind_field_estimation_Orb_tnr_spk_TC_images.6250.tif,wind_2976,-31.90833751,34.331372,177.6242134,-21.57,97.65,0.8,11.8
wind_field_estimation_Orb_tnr_spk_TC_images.6251.tif,wind_2981,-31.87620501,34.32679693,173.326014,-28.98,95.71,0.76,19.6
wind_field_estimation_Orb_tnr_spk_TC_images.6253.tif,wind_2980,-31.84408711,34.32218704,170.2124902,-34.24,93.96,0.83,7.1
wind_field_estimation_Orb_tnr_spk_TC_images.6256.tif,wind_2965,-31.77412054,34.33998131,174.7665625,-26.61,96.39,0.72,14.3
wind_field_estimation_Orb_tnr_spk_TC_images.6257.tif,wind_2964,-31.74199234,34.33537165,166.466609,-40.45,91.45,0.79,9.4
wind_field_estimation_Orb_tnr_spk_TC_images.6258.tif,wind_2969,-31.70987571,34.33073518,173.9951709,-28,96,0.72,9.8
wind_field_estimation_Orb_tnr_spk_TC_images.6260.tif,wind_2968,-31.6777631,34.32608931,174.3117861,-27.49,96.15,0.63,20
wind_field_estimation_Orb_tnr_spk_TC_images.6261.tif,wind_2952,-31.64565047,34.32144345,176.2550735,-24.19,97.03,0.75,11.9
wind_field_estimation_Orb_tnr_spk_TC_images.6264.tif,wind_2794,-31.5756395,34.3391521,184.2842246,-10.22,99.48,0.6,16.9
wind_field_estimation_Orb_tnr_spk_TC_images.6266.tif,wind_2789,-31.54353091,34.33447167,169.1387479,-36.29,93.18,0.73,13.4
wind_field_estimation_Orb_tnr_spk_TC_images.6267.tif,wind_2788,-31.5114223,34.32979124,177.0412323,-22.96,97.33,0.75,20
wind_field_estimation_Orb_tnr_spk_TC_images.6268.tif,wind_2775,-31.47931369,34.3251108,177.156977,-22.79,97.37,0.67,11.8
wind_field_estimation_Orb_tnr_spk_TC_images.6270.tif,wind_2783,-31.44720888,34.32042166,169.140622,-36.39,93.14,0.62,18.9
wind_field_estimation_Orb_tnr_spk_TC_images.6273.tif,wind_2777,-31.37716761,34.33800923,187.6830304,-4.38,99.9,0.79,20
wind_field_estimation_Orb_tnr_spk_TC_images.6274.tif,wind_2776,-31.34506416,34.33329333,169.0658141,-36.59,93.07,0.72,16.9
wind_field_estimation_Orb_tnr_spk_TC_images.6276.tif,wind_2764,-31.31296073,34.32857742,165.5495332,-42.35,90.59,0.77,11.8
wind_field_estimation_Orb_tnr_spk_TC_images.6277.tif,wind_2771,-31.28087237,34.32382585,171.0477993,-33.38,94.27,0.73,14.9
wind_field_estimation_Orb_tnr_spk_TC_images.6278.tif,wind_2770,-31.24878409,34.31907404,174.4706169,-27.63,96.11,0.84,17.2
wind_field_estimation_Orb_tnr_spk_TC_images.6280.tif,wind_2599,-31.21078855,34.34134469,171.650635,-32.42,94.6,0.73,12.4
wind_field_estimation_Orb_tnr_spk_TC_images.6281.tif,wind_2598,-31.17868984,34.33659332,179.9270155,-18.26,98.32,0.71,13
wind_field_estimation_Orb_tnr_spk_TC_images.6283.tif,wind_2587,-31.14660285,34.3318159,174.2799919,-28.05,95.98,0.75,19.5
wind_field_estimation_Orb_tnr_spk_TC_images.6284.tif,wind_2595,-31.11451986,34.32702952,173.9398775,-28.66,95.81,0.78,16.9
wind_field_estimation_Orb_tnr_spk_TC_images.6286.tif,wind_2594,-31.08243687,34.32224314,176.6198012,-24.1,97.05,0.77,12.7
wind_field_estimation_Orb_tnr_spk_TC_images.6289.tif,wind_2588,-31.01230927,34.33967728,166.7387438,-40.71,91.34,0.85,13.1
wind_field_estimation_Orb_tnr_spk_TC_images.6290.tif,wind_2572,-30.9802316,34.33485454,171.9111783,-32.21,94.67,0.83,9.2
wind_field_estimation_Orb_tnr_spk_TC_images.6291.tif,wind_2583,-30.94815392,34.3300318,169.9598272,-35.49,93.49,0.79,15.8
wind_field_estimation_Orb_tnr_spk_TC_images.6293.tif,wind_2582,-30.91607625,34.32520906,174.2926662,-28.24,95.93,0.71,20
wind_field_estimation_Orb_tnr_spk_TC_images.6294.tif,wind_2579,-30.88400235,34.32037771,172.0428144,-32.09,94.71,0.8,8.3
wind_field_estimation_Orb_tnr_spk_TC_images.6297.tif,wind_2459,-30.81383698,34.33768784,172.6535073,-31.14,95.03,0.77,15.4
wind_field_estimation_Orb_tnr_spk_TC_images.6299.tif,wind_2465,-30.78176405,34.33283038,173.2498525,-30.16,95.34,0.69,15.1
wind_field_estimation_Orb_tnr_spk_TC_images.6300.tif,wind_2464,-30.74969115,34.32797293,174.6613389,-27.81,96.06,0.73,20
wind_field_estimation_Orb_tnr_spk_TC_images.6302.tif,wind_2462,-30.71763365,34.32307968,172.9444158,-30.75,95.15,0.78,18.7
wind_field_estimation_Orb_tnr_spk_TC_images.6305.tif,wind_2309,-30.64742592,34.34031998,166.7626546,-41.01,91.2,0.72,9.9
wind_field_estimation_Orb_tnr_spk_TC_images.6306.tif,wind_2313,-30.61535817,34.33542691,161.9061018,-48.69,87.34,0.77,9
wind_field_estimation_Orb_tnr_spk_TC_images.6307.tif,wind_2312,-30.583303,34.33050745,174.8517736,-27.64,96.11,0.67,14.8
wind_field_estimation_Orb_tnr_spk_TC_images.6309.tif,wind_2307,-30.55125205,34.32557908,174.186248,-28.8,95.76,0.72,8.7
wind_field_estimation_Orb_tnr_spk_TC_images.6310.tif,wind_2306,-30.5192011,34.32065071,177.4917456,-23.16,97.28,0.81,20
wind_field_estimation_Orb_tnr_spk_TC_images.6313.tif,wind_2295,-30.44895183,34.33780439,175.4093154,-26.81,96.34,0.78,5.1
wind_field_estimation_Orb_tnr_spk_TC_images.6315.tif,wind_2294,-30.41690545,34.33284069,175.1162016,-27.34,96.19,0.78,16.7
wind_field_estimation_Orb_tnr_spk_TC_images.6316.tif,wind_2299,-30.38485906,34.32787699,171.2495311,-33.9,94.08,0.8,18
wind_field_estimation_Orb_tnr_spk_TC_images.6317.tif,wind_2298,-30.35281267,34.3229133,169.1146888,-37.46,92.72,0.73,4.8
wind_field_estimation_Orb_tnr_spk_TC_images.6320.tif,wind_2121,-30.28253484,34.33997108,174.0748967,-29.24,95.63,0.74,19.3
wind_field_estimation_Orb_tnr_spk_TC_images.6322.tif,wind_2120,-30.25049532,34.33497209,176.7389468,-24.71,96.9,0.84,19.8
wind_field_estimation_Orb_tnr_spk_TC_images.6323.tif,wind_2125,-30.2184558,34.32997309,177.7692113,-22.96,97.33,0.81,18.7
wind_field_estimation_Orb_tnr_spk_TC_images.6325.tif,wind_2124,-30.18641631,34.32497409,170.0757915,-36.05,93.28,0.79,13.1
wind_field_estimation_Orb_tnr_spk_TC_images.6326.tif,wind_2105,-30.15439244,34.31993918,165.8370501,-42.97,90.3,0.77,7.6
wind_field_estimation_Orb_tnr_spk_TC_images.6329.tif,wind_2110,-30.08407657,34.33689972,175.3722721,-27.21,96.23,0.77,18.3
wind_field_estimation_Orb_tnr_spk_TC_images.6330.tif,wind_2115,-30.05204232,34.33186496,171.1232261,-34.41,93.89,0.74,13.7
wind_field_estimation_Orb_tnr_spk_TC_images.6332.tif,wind_2114,-30.02002035,34.32680336,178.8215937,-21.33,97.7,0.74,7.8
wind_field_estimation_Orb_tnr_spk_TC_images.6333.tif,wind_2100,-29.98800242,34.32173286,169.3922823,-37.35,92.76,0.8,14.6
wind_field_estimation_Orb_tnr_spk_TC_images.6336.tif,wind_1995,-29.91764729,34.33862239,172.3038384,-32.56,94.55,0.79,11.3
wind_field_estimation_Orb_tnr_spk_TC_images.6351.tif,wind_3456,-32.67535376,34.29957426,180.5904314,-15.67,98.76,0.77,12.6
wind_field_estimation_Orb_tnr_spk_TC_images.6354.tif,wind_3447,-32.60563546,34.31778101,174.1677421,-26.84,96.33,0.79,11.1
wind_field_estimation_Orb_tnr_spk_TC_images.6356.tif,wind_3446,-32.57349497,34.31337658,169.0932478,-35.39,93.53,0.81,9.4
wind_field_estimation_Orb_tnr_spk_TC_images.6357.tif,wind_3473,-32.54134601,34.30894263,168.9160161,-35.71,93.41,0.81,11.4
wind_field_estimation_Orb_tnr_spk_TC_images.6359.tif,wind_3472,-32.50919703,34.30450868,184.2948205,-9.3,99.57,0.68,9.6
wind_field_estimation_Orb_tnr_spk_TC_images.6360.tif,wind_3432,-32.47704806,34.30007473,175.4559647,-24.75,96.89,0.67,9.1
wind_field_estimation_Orb_tnr_spk_TC_images.6361.tif,wind_3435,-32.4448991,34.29564078,169.9489552,-34.1,94.01,0.88,11
wind_field_estimation_Orb_tnr_spk_TC_images.6363.tif,wind_3258,-32.40723833,34.31817464,167.1801965,-38.68,92.22,0.7,13.6
wind_field_estimation_Orb_tnr_spk_TC_images.6364.tif,wind_3263,-32.37509318,34.31370569,170.3345499,-33.51,94.22,0.87,8.2
wind_field_estimation_Orb_tnr_spk_TC_images.6366.tif,wind_3262,-32.34294801,34.30923674,172.5331633,-29.85,95.44,0.72,12.5
wind_field_estimation_Orb_tnr_spk_TC_images.6367.tif,wind_3245,-32.31080287,34.30476779,167.1340796,-38.83,92.15,0.78,17.5
wind_field_estimation_Orb_tnr_spk_TC_images.6369.tif,wind_3249,-32.27866848,34.30027212,179.3212406,-18.26,98.32,0.76,13.7
wind_field_estimation_Orb_tnr_spk_TC_images.6370.tif,wind_3248,-32.24653788,34.29576694,171.1858895,-32.22,94.67,0.82,16.9
wind_field_estimation_Orb_tnr_spk_TC_images.6372.tif,wind_3251,-32.20881878,34.31826948,178.3938211,-19.93,97.99,0.69,18.3
wind_field_estimation_Orb_tnr_spk_TC_images.6373.tif,wind_3250,-32.17667764,34.31376489,170.0356133,-34.19,93.98,0.74,14
wind_field_estimation_Orb_tnr_spk_TC_images.6374.tif,wind_3234,-32.14454399,34.30924313,180.0357219,-17.14,98.52,0.8,13.1
wind_field_estimation_Orb_tnr_spk_TC_images.6376.tif,wind_3241,-32.11241815,34.30470339,174.1203034,-27.39,96.18,0.77,10.4
wind_field_estimation_Orb_tnr_spk_TC_images.6377.tif,wind_3240,-32.08029229,34.30016364,170.8291853,-32.97,94.41,0.71,9.4
wind_field_estimation_Orb_tnr_spk_TC_images.6379.tif,wind_3237,-32.04816644,34.2956239,176.2793154,-23.75,97.14,0.73,13.1
wind_field_estimation_Orb_tnr_spk_TC_images.6380.tif,wind_3085,-32.01039302,34.3180872,168.0305224,-37.67,92.63,0.76,8.7
wind_field_estimation_Orb_tnr_spk_TC_images.6382.tif,wind_3082,-31.97827095,34.31351139,160.4878635,-49.65,86.8,0.86,8.2
wind_field_estimation_Orb_tnr_spk_TC_images.6383.tif,wind_3090,-31.94614886,34.30893557,158.1557116,-53.19,84.68,0.86,3
wind_field_estimation_Orb_tnr_spk_TC_images.6384.tif,wind_3089,-31.91402677,34.30435976,166.6590775,-39.98,91.66,0.78,5.9
wind_field_estimation_Orb_tnr_spk_TC_images.6386.tif,wind_3092,-31.88190471,34.29978394,166.6216537,-40.09,91.61,0.84,11.1
wind_field_estimation_Orb_tnr_spk_TC_images.6389.tif,wind_2963,-31.81196933,34.31757679,161.3671657,-48.46,87.48,0.82,20
wind_field_estimation_Orb_tnr_spk_TC_images.6390.tif,wind_2967,-31.77985154,34.31296655,166.1192303,-40.99,91.21,0.82,8.3
wind_field_estimation_Orb_tnr_spk_TC_images.6392.tif,wind_2966,-31.74773378,34.30835631,172.2763152,-30.87,95.12,0.69,10.6
wind_field_estimation_Orb_tnr_spk_TC_images.6393.tif,wind_2971,-31.71562745,34.30371935,156.1458664,-56.37,82.59,0.82,8.7
wind_field_estimation_Orb_tnr_spk_TC_images.6395.tif,wind_2970,-31.6835251,34.29907304,170.870104,-33.3,94.29,0.78,15
wind_field_estimation_Orb_tnr_spk_TC_images.6398.tif,wind_2955,-31.61353786,34.31679759,173.7862839,-28.44,95.87,0.76,11.6
wind_field_estimation_Orb_tnr_spk_TC_images.6399.tif,wind_2954,-31.58143235,34.31213451,157.5727606,-54.4,83.91,0.8,13.7
wind_field_estimation_Orb_tnr_spk_TC_images.6400.tif,wind_2959,-31.54933413,34.30745363,174.4753929,-27.34,96.19,0.78,20
wind_field_estimation_Orb_tnr_spk_TC_images.6402.tif,wind_2958,-31.5172359,34.30277276,172.7356408,-30.32,95.29,0.77,20
wind_field_estimation_Orb_tnr_spk_TC_images.6403.tif,wind_2942,-31.48513768,34.29809188,164.0025943,-44.64,89.49,0.83,8.8
wind_field_estimation_Orb_tnr_spk_TC_images.6406.tif,wind_2782,-31.41511583,34.31570532,171.1566994,-33.07,94.37,0.76,18.6
wind_field_estimation_Orb_tnr_spk_TC_images.6408.tif,wind_2779,-31.38302276,34.31098898,173.2134314,-29.64,95.51,0.7,20
wind_field_estimation_Orb_tnr_spk_TC_images.6409.tif,wind_2778,-31.3509297,34.30627263,169.1780859,-36.41,93.14,0.7,18.7
wind_field_estimation_Orb_tnr_spk_TC_images.6410.tif,wind_2765,-31.31883666,34.30155629,169.1218671,-36.55,93.08,0.8,17.7
wind_field_estimation_Orb_tnr_spk_TC_images.6412.tif,wind_2773,-31.28675874,34.29680428,162.9314118,-46.52,88.52,0.77,11.4
wind_field_estimation_Orb_tnr_spk_TC_images.6415.tif,wind_2767,-31.2166958,34.31432223,166.6349545,-40.68,91.35,0.74,9.5
wind_field_estimation_Orb_tnr_spk_TC_images.6416.tif,wind_2766,-31.18460754,34.30957042,176.0296132,-25.02,96.82,0.74,17.1
wind_field_estimation_Orb_tnr_spk_TC_images.6418.tif,wind_2750,-31.15253091,34.30479255,172.9937512,-30.24,95.32,0.69,10.3
wind_field_estimation_Orb_tnr_spk_TC_images.6419.tif,wind_2761,-31.12045826,34.30000573,173.5418346,-29.34,95.6,0.76,14.3
wind_field_estimation_Orb_tnr_spk_TC_images.6422.tif,wind_2591,-31.05035388,34.31745676,164.3044103,-44.55,89.53,0.77,15.6
wind_field_estimation_Orb_tnr_spk_TC_images.6423.tif,wind_2590,-31.01827862,34.31265223,169.3630245,-36.43,93.13,0.82,16.3
wind_field_estimation_Orb_tnr_spk_TC_images.6425.tif,wind_2573,-30.98621118,34.3078292,147.2862524,-69,72.38,0.85,8.5
wind_field_estimation_Orb_tnr_spk_TC_images.6426.tif,wind_2585,-30.95414373,34.30300617,171.1720491,-33.48,94.23,0.77,16
wind_field_estimation_Orb_tnr_spk_TC_images.6428.tif,wind_2584,-30.9220763,34.29818313,176.5211252,-24.43,96.97,0.79,20
wind_field_estimation_Orb_tnr_spk_TC_images.6431.tif,wind_2578,-30.8519399,34.31551996,166.3031164,-41.56,90.95,0.75,18.6
wind_field_estimation_Orb_tnr_spk_TC_images.6432.tif,wind_2566,-30.81987744,34.31066221,170.2177346,-35.19,93.6,0.87,11.3
wind_field_estimation_Orb_tnr_spk_TC_images.6433.tif,wind_2575,-30.78781497,34.30580446,173.916448,-29.01,95.7,0.79,18.1
wind_field_estimation_Orb_tnr_spk_TC_images.6435.tif,wind_2574,-30.75575253,34.30094671,174.6714578,-27.77,96.07,0.78,17.8
wind_field_estimation_Orb_tnr_spk_TC_images.6436.tif,wind_2569,-30.72370533,34.29605317,177.4284359,-23.06,97.3,0.77,13
wind_field_estimation_Orb_tnr_spk_TC_images.6438.tif,wind_2461,-30.68557619,34.31818631,170.109669,-35.52,93.48,0.82,14.8
wind_field_estimation_Orb_tnr_spk_TC_images.6439.tif,wind_2440,-30.65351872,34.31329295,176.3758878,-24.96,96.84,0.66,20
wind_field_estimation_Orb_tnr_spk_TC_images.6441.tif,wind_2458,-30.62146127,34.30839958,160.9584609,-50.15,86.52,0.82,12.7
wind_field_estimation_Orb_tnr_spk_TC_images.6442.tif,wind_2457,-30.58941644,34.30347994,165.7013819,-42.8,90.38,0.76,15.1
wind_field_estimation_Orb_tnr_spk_TC_images.6443.tif,wind_2452,-30.55737584,34.29855142,168.4623018,-38.36,92.35,0.75,14.8
wind_field_estimation_Orb_tnr_spk_TC_images.6447.tif,wind_2303,-30.48715015,34.31572234,168.5816161,-38.21,92.41,0.81,12.2
wind_field_estimation_Orb_tnr_spk_TC_images.6448.tif,wind_2297,-30.45510667,34.31077622,156.9882972,-56.24,82.69,0.85,10.4
wind_field_estimation_Orb_tnr_spk_TC_images.6449.tif,wind_2296,-30.42307064,34.30581222,173.6158743,-29.9,95.43,0.69,8.9
wind_field_estimation_Orb_tnr_spk_TC_images.6451.tif,wind_2301,-30.39103461,34.30084823,173.9977705,-29.28,95.62,0.72,15.6
wind_field_estimation_Orb_tnr_spk_TC_images.6452.tif,wind_2300,-30.35899858,34.29588423,168.9280468,-37.77,92.59,0.73,20
wind_field_estimation_Orb_tnr_spk_TC_images.6454.tif,wind_2280,-30.32077056,34.31794076,177.4967437,-23.35,97.24,0.81,20
wind_field_estimation_Orb_tnr_spk_TC_images.6455.tif,wind_2283,-30.28874124,34.31294162,167.8081365,-39.67,91.79,0.77,15.6
wind_field_estimation_Orb_tnr_spk_TC_images.6457.tif,wind_2282,-30.25671191,34.30794247,166.892101,-41.18,91.13,0.8,8
wind_field_estimation_Orb_tnr_spk_TC_images.6458.tif,wind_2291,-30.22468258,34.30294333,175.4719879,-26.92,96.31,0.7,10.3
wind_field_estimation_Orb_tnr_spk_TC_images.6459.tif,wind_2290,-30.19265327,34.29794418,169.0160677,-37.8,92.58,0.75,8.2
wind_field_estimation_Orb_tnr_spk_TC_images.6462.tif,wind_2113,-30.12236855,34.31490427,169.2642621,-37.44,92.73,0.71,8.2
wind_field_estimation_Orb_tnr_spk_TC_images.6464.tif,wind_2112,-30.09034465,34.30986937,177.0457061,-24.34,96.99,0.73,10.8
wind_field_estimation_Orb_tnr_spk_TC_images.6465.tif,wind_2117,-30.05832078,34.30483446,163.826247,-46.22,88.68,0.8,5
wind_field_estimation_Orb_tnr_spk_TC_images.6467.tif,wind_2116,-30.02630904,34.29977282,163.4015637,-46.94,88.3,0.89,5
wind_field_estimation_Orb_tnr_spk_TC_images.6470.tif,wind_2107,-29.95598449,34.31666235,173.110406,-31.18,95.01,0.71,12
wind_field_estimation_Orb_tnr_spk_TC_images.6471.tif,wind_2106,-29.92396657,34.31159185,179.1086253,-20.92,97.79,0.69,7.1
wind_field_estimation_Orb_tnr_spk_TC_images.6486.tif,wind_3519,-32.68079625,34.27257687,175.4365907,-24.62,96.92,0.71,13.6
wind_field_estimation_Orb_tnr_spk_TC_images.6488.tif,wind_3442,-32.64322627,34.29517806,174.183808,-26.79,96.35,0.66,5.1
